val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.878966,0.875995,0.877481,0.608447,0.875995,0.000020,2.226990,54.000000,
0.892000,0.890496,0.891248,0.768728,0.890496,0.000018,0.652967,108.000000,
0.893067,0.892889,0.892978,0.464848,0.892889,0.000016,0.600399,162.000000,
0.896129,0.896731,0.896430,0.474180,0.896731,0.000013,0.413300,216.000000,
0.903674,0.901250,0.902462,0.448266,0.901250,0.000011,0.354970,270.000000,
0.907271,0.905556,0.906414,0.432924,0.905556,0.000009,0.341212,324.000000,
0.905525,0.906050,0.905788,0.446390,0.906050,0.000007,0.291904,378.000000,
0.905868,0.905952,0.905910,0.420919,0.906050,0.000004,0.210473,432.000000,
0.906978,0.904856,0.905917,0.413974,0.906050,0.000002,0.209704,486.000000,
0.906528,0.904801,0.905665,0.420582,0.906050,0.000000,0.199478,540.000000,
