val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.800601,0.471014,0.000020,0.860554,23.000000,
0.579710,0.680825,0.579710,0.000018,0.704038,46.000000,
0.652174,0.627754,0.652174,0.000016,0.673421,69.000000,
0.688406,0.566160,0.688406,0.000013,0.606505,92.000000,
0.666667,0.564140,0.688406,0.000011,0.590671,115.000000,
0.688406,0.558448,0.688406,0.000009,0.523753,138.000000,
0.724638,0.533580,0.724638,0.000007,0.466713,161.000000,
0.739130,0.542861,0.739130,0.000005,0.388926,184.000000,
0.710145,0.606451,0.739130,0.000003,0.371661,207.000000,
0.731884,0.548944,0.739130,0.000000,0.322696,230.000000,
0.731884,0.548729,0.739130,0.000000,0.320765,234.000000,
