val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.408464,0.619560,0.408464,0.000020,0.619350,80.000000,
0.533691,0.481670,0.533691,0.000018,0.476630,160.000000,
0.485533,0.534934,0.533691,0.000016,0.429017,240.000000,
0.578087,0.476635,0.578087,0.000013,0.325915,320.000000,
0.485650,0.562219,0.578087,0.000011,0.270513,400.000000,
0.549362,0.536793,0.578087,0.000009,0.266205,480.000000,
0.584559,0.581466,0.584559,0.000007,0.230336,560.000000,
0.529327,0.559444,0.584559,0.000005,0.174457,640.000000,
0.533807,0.659024,0.584559,0.000002,0.110785,720.000000,
0.562027,0.589990,0.584559,0.000000,0.141389,800.000000,
0.562027,0.590225,0.584559,0.000000,0.187346,804.000000,
