val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.377499,0.634397,0.377499,0.000020,0.629733,80.000000,
0.540685,0.485856,0.540685,0.000018,0.456022,160.000000,
0.458158,0.481881,0.540685,0.000016,0.418831,240.000000,
0.560321,0.502200,0.560321,0.000013,0.312243,320.000000,
0.585308,0.479860,0.585308,0.000011,0.295024,400.000000,
0.544162,0.638310,0.585308,0.000009,0.252005,480.000000,
0.523453,0.652111,0.585308,0.000007,0.241109,560.000000,
0.565021,0.784270,0.585308,0.000005,0.152903,640.000000,
0.586007,0.641089,0.586007,0.000002,0.156000,720.000000,
0.596542,0.625510,0.596542,0.000000,0.142346,800.000000,
0.596542,0.625430,0.596542,0.000000,0.173938,804.000000,
