val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.748564,0.771600,0.760082,1.037618,0.771600,0.000020,2.894366,54.000000,
0.478438,0.501377,0.489908,1.871067,0.771600,0.000018,0.945444,108.000000,
0.291753,0.852045,0.571899,2.412753,0.852045,0.000016,1.229811,162.000000,
0.845557,0.859042,0.852299,0.687570,0.859042,0.000013,1.106027,216.000000,
0.831588,0.871082,0.851335,0.931249,0.871082,0.000011,0.767502,270.000000,
0.880623,0.890225,0.885424,0.558551,0.890225,0.000009,0.678365,324.000000,
0.886458,0.896476,0.891467,0.507127,0.896476,0.000007,0.499648,378.000000,
0.889690,0.895216,0.892453,0.495012,0.896476,0.000004,0.464907,432.000000,
0.890823,0.897899,0.894361,0.475931,0.897899,0.000002,0.431958,486.000000,
0.897081,0.899861,0.898471,0.447314,0.899861,0.000000,0.426938,540.000000,
