val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.680783,0.812242,0.746513,1.249701,0.812242,0.000020,3.141545,54.000000,
0.369491,0.364593,0.367042,2.416902,0.812242,0.000018,4.009287,108.000000,
0.542661,0.544129,0.543395,2.223707,0.812242,0.000016,2.230236,162.000000,
0.726807,0.728932,0.727870,2.176012,0.812242,0.000013,2.198390,216.000000,
0.721011,0.805558,0.763285,1.170398,0.812242,0.000011,1.899952,270.000000,
0.743340,0.824074,0.783707,1.095317,0.824074,0.000009,1.202326,324.000000,
0.834484,0.847718,0.841101,0.721523,0.847718,0.000007,0.921704,378.000000,
0.857688,0.856500,0.857094,0.616980,0.856500,0.000004,0.776096,432.000000,
0.866715,0.872257,0.869486,0.620700,0.872257,0.000002,0.667477,486.000000,
0.876206,0.874317,0.875261,0.537402,0.874317,0.000000,0.652810,540.000000,
