val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.653898,0.619489,0.636693,1.323529,0.619489,0.000020,4.947547,54.000000,
0.861771,0.868721,0.865246,0.681401,0.868721,0.000018,0.970177,108.000000,
0.874672,0.874310,0.874491,0.535459,0.874310,0.000016,0.647542,162.000000,
0.889197,0.889418,0.889308,0.582646,0.889418,0.000013,0.474491,216.000000,
0.903634,0.902269,0.902952,0.452374,0.902269,0.000011,0.370553,270.000000,
0.906345,0.903840,0.905093,0.409261,0.903840,0.000009,0.372785,324.000000,
0.907160,0.906570,0.906865,0.401314,0.906570,0.000007,0.340790,378.000000,
0.909454,0.908967,0.909211,0.391163,0.908967,0.000004,0.211302,432.000000,
0.911311,0.908963,0.910137,0.382330,0.908967,0.000002,0.200686,486.000000,
0.910823,0.908921,0.909872,0.384807,0.908967,0.000000,0.196577,540.000000,
