val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.738904,0.478261,0.000020,0.724562,23.000000,
0.557971,0.624253,0.557971,0.000018,0.693302,46.000000,
0.471014,0.772601,0.557971,0.000016,0.731646,69.000000,
0.586957,0.668007,0.586957,0.000013,0.710511,92.000000,
0.471014,0.724673,0.586957,0.000011,0.709831,115.000000,
0.471014,0.701249,0.586957,0.000009,0.707883,138.000000,
0.528986,0.659688,0.586957,0.000007,0.704904,161.000000,
0.471014,0.706974,0.586957,0.000005,0.708614,184.000000,
0.528986,0.687085,0.586957,0.000003,0.705497,207.000000,
0.528986,0.685793,0.586957,0.000000,0.705141,230.000000,
0.528986,0.685975,0.586957,0.000000,0.667765,234.000000,
