val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.550725,0.665557,0.550725,0.000020,0.729835,23.000000,
0.608696,0.668086,0.608696,0.000018,0.674833,46.000000,
0.717391,0.648738,0.717391,0.000016,0.686588,69.000000,
0.710145,0.551439,0.717391,0.000013,0.636928,92.000000,
0.666667,0.553329,0.717391,0.000011,0.564728,115.000000,
0.681159,0.567270,0.717391,0.000009,0.528069,138.000000,
0.739130,0.536370,0.739130,0.000007,0.547925,161.000000,
0.731884,0.556824,0.739130,0.000005,0.386849,184.000000,
0.731884,0.546696,0.739130,0.000003,0.392660,207.000000,
0.753623,0.537449,0.753623,0.000000,0.372665,230.000000,
0.753623,0.537100,0.753623,0.000000,0.388915,234.000000,
