val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.699698,0.471014,0.000020,0.715158,23.000000,
0.528986,0.682434,0.528986,0.000018,0.705712,46.000000,
0.550725,0.660190,0.550725,0.000016,0.702375,69.000000,
0.608696,0.635817,0.608696,0.000013,0.678762,92.000000,
0.637681,0.593044,0.637681,0.000011,0.658405,115.000000,
0.659420,0.587932,0.659420,0.000009,0.642401,138.000000,
0.673913,0.548240,0.673913,0.000007,0.583605,161.000000,
0.702899,0.523530,0.702899,0.000005,0.540941,184.000000,
0.695652,0.535833,0.702899,0.000003,0.484273,207.000000,
0.652174,0.545756,0.702899,0.000000,0.485330,230.000000,
0.659420,0.549689,0.702899,0.000000,0.501588,234.000000,
