val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.504035,0.501036,0.504035,0.000020,0.582891,80.000000,
0.562938,0.432601,0.562938,0.000018,0.467700,160.000000,
0.527258,0.428195,0.562938,0.000016,0.389463,240.000000,
0.525426,0.479856,0.562938,0.000013,0.301165,320.000000,
0.576980,0.658388,0.576980,0.000011,0.212700,400.000000,
0.588348,0.564403,0.588348,0.000009,0.218074,480.000000,
0.577504,0.722328,0.588348,0.000007,0.183038,560.000000,
0.618270,0.751117,0.618270,0.000005,0.099388,640.000000,
0.612660,0.686384,0.618270,0.000002,0.094553,720.000000,
0.600970,0.711095,0.618270,0.000000,0.122987,800.000000,
0.600970,0.710801,0.618270,0.000000,0.125994,804.000000,
