val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.369374,0.652766,0.369374,0.000020,0.534388,80.000000,
0.508760,0.497210,0.508760,0.000018,0.445823,160.000000,
0.551460,0.499042,0.551460,0.000016,0.417957,240.000000,
0.514106,0.697324,0.551460,0.000013,0.293741,320.000000,
0.545182,0.553518,0.551460,0.000011,0.235263,400.000000,
0.556029,0.573987,0.556029,0.000009,0.243119,480.000000,
0.602521,0.718946,0.602521,0.000007,0.176583,560.000000,
0.570038,0.686245,0.602521,0.000005,0.110141,640.000000,
0.585310,0.687464,0.602521,0.000002,0.119412,720.000000,
0.585310,0.681944,0.602521,0.000000,0.097001,800.000000,
0.585310,0.682723,0.602521,0.000000,0.097944,804.000000,
