val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.437954,0.575428,0.437954,0.000020,0.538953,80.000000,
0.375323,0.653565,0.437954,0.000018,0.437963,160.000000,
0.529078,0.504183,0.529078,0.000016,0.418824,240.000000,
0.533816,0.550043,0.533816,0.000013,0.280033,320.000000,
0.544279,0.553094,0.544279,0.000011,0.231660,400.000000,
0.570637,0.448542,0.570637,0.000009,0.228142,480.000000,
0.603061,0.599348,0.603061,0.000007,0.171295,560.000000,
0.606685,0.721309,0.606685,0.000005,0.110977,640.000000,
0.595454,0.675964,0.606685,0.000002,0.108299,720.000000,
0.600572,0.757853,0.606685,0.000000,0.110215,800.000000,
0.600572,0.756802,0.606685,0.000000,0.071028,804.000000,
