val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.671563,0.594203,0.000020,1.067308,23.000000,
0.623188,0.663440,0.623188,0.000018,0.683458,46.000000,
0.695652,0.592261,0.695652,0.000016,0.646923,69.000000,
0.731884,0.508459,0.731884,0.000013,0.538919,92.000000,
0.739130,0.476392,0.739130,0.000011,0.528394,115.000000,
0.666667,0.546729,0.739130,0.000009,0.507397,138.000000,
0.666667,0.518173,0.739130,0.000007,0.505387,161.000000,
0.695652,0.556275,0.739130,0.000005,0.342948,184.000000,
0.702899,0.562440,0.739130,0.000003,0.331483,207.000000,
0.717391,0.560843,0.739130,0.000000,0.325506,230.000000,
0.717391,0.560317,0.739130,0.000000,0.374376,234.000000,
