val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.787863,0.792287,0.790075,0.956234,0.792287,0.000020,4.281479,54.000000,
0.874009,0.879144,0.876577,0.574951,0.879144,0.000018,0.762401,108.000000,
0.887315,0.887072,0.887194,0.490978,0.887072,0.000016,0.672857,162.000000,
0.889936,0.895328,0.892632,0.616916,0.895328,0.000013,0.528475,216.000000,
0.899432,0.897485,0.898459,0.443497,0.897485,0.000011,0.444903,270.000000,
0.898706,0.896465,0.897586,0.442755,0.897485,0.000009,0.422076,324.000000,
0.900508,0.900311,0.900409,0.468023,0.900311,0.000007,0.405635,378.000000,
0.902262,0.900039,0.901151,0.440014,0.900311,0.000004,0.285823,432.000000,
0.902191,0.900340,0.901265,0.475577,0.900340,0.000002,0.281987,486.000000,
0.902279,0.900159,0.901219,0.453125,0.900340,0.000000,0.262612,540.000000,
