val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.601449,0.613016,0.601449,0.000020,0.683073,23.000000,
0.623188,0.564596,0.623188,0.000018,0.642941,46.000000,
0.666667,0.544866,0.666667,0.000016,0.622966,69.000000,
0.695652,0.494096,0.695652,0.000013,0.556638,92.000000,
0.710145,0.525195,0.710145,0.000011,0.423874,115.000000,
0.731884,0.498482,0.731884,0.000009,0.422960,138.000000,
0.710145,0.505454,0.731884,0.000007,0.381237,161.000000,
0.739130,0.586813,0.739130,0.000005,0.225154,184.000000,
0.724638,0.620159,0.739130,0.000003,0.212382,207.000000,
0.717391,0.619166,0.739130,0.000000,0.223895,230.000000,
0.717391,0.618474,0.739130,0.000000,0.226968,234.000000,
