val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.720413,0.762305,0.741359,1.443722,0.762305,0.000020,7.086644,54.000000,
0.857446,0.851225,0.854335,0.625811,0.851225,0.000018,0.882031,108.000000,
0.885110,0.884662,0.884886,0.602637,0.884662,0.000016,0.688841,162.000000,
0.872521,0.873481,0.873001,0.598866,0.884662,0.000013,0.627596,216.000000,
0.893520,0.892523,0.893021,0.470506,0.892523,0.000011,0.487391,270.000000,
0.888925,0.890893,0.889909,0.531312,0.892523,0.000009,0.393172,324.000000,
0.893209,0.892308,0.892758,0.478690,0.892523,0.000007,0.391366,378.000000,
0.892193,0.891440,0.891817,0.475825,0.892523,0.000004,0.329707,432.000000,
0.895870,0.894987,0.895428,0.467265,0.894987,0.000002,0.303882,486.000000,
0.895714,0.894837,0.895276,0.460400,0.894987,0.000000,0.292917,540.000000,
