val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.608696,0.587086,0.608696,0.000020,0.688788,23.000000,
0.623188,0.548664,0.623188,0.000018,0.652085,46.000000,
0.615942,0.590284,0.623188,0.000016,0.607530,69.000000,
0.702899,0.484454,0.702899,0.000013,0.560903,92.000000,
0.710145,0.519813,0.710145,0.000011,0.437269,115.000000,
0.681159,0.520071,0.710145,0.000009,0.398726,138.000000,
0.702899,0.517334,0.710145,0.000007,0.411095,161.000000,
0.739130,0.595031,0.739130,0.000005,0.214208,184.000000,
0.710145,0.625157,0.739130,0.000003,0.228084,207.000000,
0.724638,0.601835,0.739130,0.000000,0.197968,230.000000,
0.717391,0.602361,0.739130,0.000000,0.213686,234.000000,
