val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.809670,0.831244,0.820457,0.882703,0.831244,0.000020,3.177712,54.000000,
0.848325,0.856137,0.852231,0.763385,0.856137,0.000018,0.824058,108.000000,
0.884506,0.882787,0.883647,0.558294,0.882787,0.000016,0.774205,162.000000,
0.896485,0.894321,0.895403,0.454794,0.894321,0.000013,0.469174,216.000000,
0.898800,0.898860,0.898830,0.438778,0.898860,0.000011,0.383989,270.000000,
0.902758,0.902431,0.902594,0.418389,0.902431,0.000009,0.359822,324.000000,
0.906093,0.904795,0.905444,0.418658,0.904795,0.000007,0.339515,378.000000,
0.907956,0.906759,0.907358,0.423089,0.906759,0.000004,0.203605,432.000000,
0.909338,0.908553,0.908945,0.393119,0.908553,0.000002,0.211478,486.000000,
0.910384,0.908968,0.909676,0.387869,0.908968,0.000000,0.202215,540.000000,
