val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.685954,0.536232,0.000020,0.695947,23.000000,
0.507246,0.701354,0.536232,0.000018,0.743784,46.000000,
0.528986,0.671426,0.536232,0.000016,0.713863,69.000000,
0.528986,0.642199,0.536232,0.000013,0.702955,92.000000,
0.528986,0.646767,0.536232,0.000011,0.709586,115.000000,
0.471014,0.740705,0.536232,0.000009,0.702564,138.000000,
0.471014,0.758321,0.536232,0.000007,0.698067,161.000000,
0.471014,0.702761,0.536232,0.000005,0.711187,184.000000,
0.471014,0.717187,0.536232,0.000003,0.700120,207.000000,
0.528986,0.678162,0.536232,0.000000,0.701375,230.000000,
0.528986,0.678539,0.536232,0.000000,0.682009,234.000000,
