val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.586957,0.699497,0.586957,0.000020,0.698795,23.000000,
0.644928,0.593565,0.644928,0.000018,0.673383,46.000000,
0.644928,0.625713,0.644928,0.000016,0.596597,69.000000,
0.688406,0.489693,0.688406,0.000013,0.544621,92.000000,
0.688406,0.577782,0.688406,0.000011,0.415603,115.000000,
0.717391,0.503106,0.717391,0.000009,0.494603,138.000000,
0.695652,0.531899,0.717391,0.000007,0.386084,161.000000,
0.724638,0.603000,0.724638,0.000005,0.218163,184.000000,
0.724638,0.606851,0.724638,0.000003,0.252346,207.000000,
0.731884,0.600964,0.731884,0.000000,0.195768,230.000000,
0.724638,0.603228,0.731884,0.000000,0.181434,234.000000,
