val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.871162,0.873476,0.872319,0.559809,0.873476,0.000020,1.703552,54.000000,
0.879128,0.888310,0.883719,0.570559,0.888310,0.000018,0.768077,108.000000,
0.889258,0.897159,0.893208,0.487403,0.897159,0.000016,0.707233,162.000000,
0.896589,0.898803,0.897696,0.444110,0.898803,0.000013,0.440133,216.000000,
0.903717,0.903217,0.903467,0.418995,0.903217,0.000011,0.342572,270.000000,
0.903229,0.904349,0.903789,0.420459,0.904349,0.000009,0.341682,324.000000,
0.905993,0.904289,0.905141,0.418123,0.904349,0.000007,0.273543,378.000000,
0.907209,0.905123,0.906166,0.403048,0.905123,0.000004,0.177635,432.000000,
0.906981,0.905130,0.906055,0.421011,0.905130,0.000002,0.172401,486.000000,
0.907369,0.905186,0.906277,0.407851,0.905186,0.000000,0.199045,540.000000,
