val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.700319,0.754075,0.727197,1.844211,0.754075,0.000020,5.154252,54.000000,
0.854756,0.863594,0.859175,0.722712,0.863594,0.000018,0.928622,108.000000,
0.876053,0.882748,0.879400,0.618500,0.882748,0.000016,0.753906,162.000000,
0.881760,0.893340,0.887550,0.521873,0.893340,0.000013,0.547067,216.000000,
0.892756,0.893449,0.893102,0.520989,0.893449,0.000011,0.538469,270.000000,
0.887065,0.896946,0.892005,0.580918,0.896946,0.000009,0.447417,324.000000,
0.897483,0.896128,0.896805,0.468872,0.896946,0.000007,0.434091,378.000000,
0.894980,0.899163,0.897071,0.508734,0.899163,0.000004,0.309504,432.000000,
0.896125,0.896579,0.896352,0.444253,0.899163,0.000002,0.320410,486.000000,
0.897613,0.898264,0.897939,0.453833,0.899163,0.000000,0.299592,540.000000,
