val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.321938,0.613013,0.321938,0.000020,0.570201,80.000000,
0.543758,0.473618,0.543758,0.000018,0.519144,160.000000,
0.469037,0.534313,0.543758,0.000016,0.455057,240.000000,
0.510448,0.498562,0.543758,0.000013,0.389993,320.000000,
0.530607,0.475121,0.543758,0.000011,0.334781,400.000000,
0.567199,0.441110,0.567199,0.000009,0.318675,480.000000,
0.610669,0.646699,0.610669,0.000007,0.284647,560.000000,
0.580278,0.655196,0.610669,0.000005,0.171780,640.000000,
0.581645,0.632288,0.610669,0.000002,0.167789,720.000000,
0.577504,0.571261,0.610669,0.000000,0.176446,800.000000,
0.577504,0.571546,0.610669,0.000000,0.302652,804.000000,
