val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.681159,0.589084,0.681159,0.000020,0.734781,23.000000,
0.586957,0.665509,0.681159,0.000018,0.687481,46.000000,
0.615942,0.602281,0.681159,0.000016,0.685682,69.000000,
0.666667,0.625657,0.681159,0.000013,0.599831,92.000000,
0.688406,0.521314,0.688406,0.000011,0.556775,115.000000,
0.724638,0.481144,0.724638,0.000009,0.495068,138.000000,
0.710145,0.504430,0.724638,0.000007,0.470853,161.000000,
0.753623,0.485936,0.753623,0.000005,0.277962,184.000000,
0.753623,0.467440,0.753623,0.000003,0.252634,207.000000,
0.746377,0.511359,0.753623,0.000000,0.222710,230.000000,
0.746377,0.509207,0.753623,0.000000,0.331576,234.000000,
