val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.715494,0.471014,0.000020,0.704632,23.000000,
0.471014,0.753476,0.471014,0.000018,0.729518,46.000000,
0.528986,0.655118,0.528986,0.000016,0.723921,69.000000,
0.528986,0.640547,0.528986,0.000013,0.707402,92.000000,
0.471014,0.745164,0.528986,0.000011,0.731476,115.000000,
0.528986,0.657056,0.528986,0.000009,0.708451,138.000000,
0.528986,0.673341,0.528986,0.000007,0.710046,161.000000,
0.471014,0.693791,0.528986,0.000005,0.710947,184.000000,
0.528986,0.686008,0.528986,0.000003,0.702966,207.000000,
0.528986,0.689669,0.528986,0.000000,0.699116,230.000000,
0.528986,0.689229,0.528986,0.000000,0.706264,234.000000,
