val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.696769,0.500000,0.000020,0.716810,23.000000,
0.594203,0.697981,0.594203,0.000018,0.705701,46.000000,
0.630435,0.638735,0.630435,0.000016,0.678690,69.000000,
0.681159,0.545002,0.681159,0.000013,0.622032,92.000000,
0.702899,0.539973,0.702899,0.000011,0.590544,115.000000,
0.681159,0.496774,0.702899,0.000009,0.573952,138.000000,
0.695652,0.514345,0.702899,0.000007,0.590975,161.000000,
0.702899,0.485521,0.702899,0.000005,0.463625,184.000000,
0.702899,0.471271,0.702899,0.000003,0.437712,207.000000,
0.710145,0.479358,0.710145,0.000000,0.439509,230.000000,
0.710145,0.479522,0.710145,0.000000,0.419091,234.000000,
