val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.783407,0.809388,0.796397,1.190224,0.809388,0.000020,2.504665,54.000000,
0.875446,0.885858,0.880652,0.544114,0.885858,0.000018,1.123113,108.000000,
0.885749,0.885996,0.885872,0.499603,0.885996,0.000016,0.615356,162.000000,
0.895864,0.895886,0.895875,0.446430,0.895886,0.000013,0.467405,216.000000,
0.899705,0.899695,0.899700,0.420613,0.899695,0.000011,0.399428,270.000000,
0.906494,0.903334,0.904914,0.424384,0.903334,0.000009,0.357555,324.000000,
0.908635,0.905662,0.907148,0.391838,0.905662,0.000007,0.333587,378.000000,
0.907403,0.905709,0.906556,0.397370,0.905709,0.000004,0.220491,432.000000,
0.908565,0.905837,0.907201,0.397204,0.905837,0.000002,0.200846,486.000000,
0.909620,0.906316,0.907968,0.387156,0.906316,0.000000,0.193674,540.000000,
