val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.443721,0.575708,0.443721,0.000020,0.589750,80.000000,
0.514300,0.507424,0.514300,0.000018,0.442423,160.000000,
0.490979,0.514713,0.514300,0.000016,0.407193,240.000000,
0.571481,0.437367,0.571481,0.000013,0.318704,320.000000,
0.610835,0.488426,0.610835,0.000011,0.262981,400.000000,
0.585728,0.523412,0.610835,0.000009,0.250393,480.000000,
0.610835,0.642851,0.610835,0.000007,0.219566,560.000000,
0.600501,0.694893,0.610835,0.000005,0.141109,640.000000,
0.590821,0.696794,0.610835,0.000002,0.141595,720.000000,
0.570167,0.702495,0.610835,0.000000,0.147528,800.000000,
0.570167,0.701800,0.610835,0.000000,0.385520,804.000000,
