val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.681159,0.654780,0.681159,0.000020,0.720699,23.000000,
0.507246,0.844216,0.681159,0.000018,0.694663,46.000000,
0.579710,0.690079,0.681159,0.000016,0.707797,69.000000,
0.557971,0.621134,0.681159,0.000013,0.660408,92.000000,
0.594203,0.583864,0.681159,0.000011,0.677695,115.000000,
0.652174,0.579628,0.681159,0.000009,0.657047,138.000000,
0.673913,0.552813,0.681159,0.000007,0.623826,161.000000,
0.673913,0.541885,0.681159,0.000005,0.558871,184.000000,
0.681159,0.549544,0.681159,0.000003,0.520916,207.000000,
0.673913,0.550032,0.681159,0.000000,0.534689,230.000000,
0.666667,0.550964,0.681159,0.000000,0.506149,234.000000,
