val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.747400,0.471014,0.000020,0.714829,23.000000,
0.528986,0.684526,0.528986,0.000018,0.706034,46.000000,
0.579710,0.648997,0.579710,0.000016,0.703357,69.000000,
0.471014,0.728307,0.579710,0.000013,0.717159,92.000000,
0.471014,0.703811,0.579710,0.000011,0.704178,115.000000,
0.471014,0.698926,0.579710,0.000009,0.706267,138.000000,
0.528986,0.673393,0.579710,0.000007,0.699352,161.000000,
0.528986,0.668445,0.579710,0.000005,0.701230,184.000000,
0.528986,0.692027,0.579710,0.000003,0.709116,207.000000,
0.471014,0.700338,0.579710,0.000000,0.703356,230.000000,
0.471014,0.700400,0.579710,0.000000,0.714834,234.000000,
