val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.869199,0.867595,0.868397,0.908816,0.867595,0.000020,2.544731,54.000000,
0.883606,0.882507,0.883057,0.665223,0.882507,0.000018,0.732761,108.000000,
0.896168,0.893974,0.895071,0.493396,0.893974,0.000016,0.657033,162.000000,
0.901905,0.903518,0.902711,0.462862,0.903518,0.000013,0.414631,216.000000,
0.903375,0.904927,0.904151,0.448063,0.904927,0.000011,0.389772,270.000000,
0.904248,0.902713,0.903480,0.420777,0.904927,0.000009,0.352210,324.000000,
0.904841,0.905856,0.905349,0.429427,0.905856,0.000007,0.311543,378.000000,
0.907732,0.906422,0.907077,0.440959,0.906422,0.000004,0.225717,432.000000,
0.907137,0.906605,0.906871,0.416013,0.906605,0.000002,0.237311,486.000000,
0.907341,0.906607,0.906974,0.426596,0.906607,0.000000,0.214413,540.000000,
