val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.451887,0.572651,0.451887,0.000020,0.563728,80.000000,
0.459577,0.537295,0.459577,0.000018,0.504554,160.000000,
0.540231,0.572597,0.540231,0.000016,0.502058,240.000000,
0.475651,0.584405,0.540231,0.000013,0.388466,320.000000,
0.517958,0.575280,0.540231,0.000011,0.336437,400.000000,
0.554877,0.520943,0.554877,0.000009,0.319367,480.000000,
0.572358,0.573181,0.572358,0.000007,0.265935,560.000000,
0.538935,0.609124,0.572358,0.000005,0.196798,640.000000,
0.561050,0.540014,0.572358,0.000002,0.165120,720.000000,
0.565487,0.585189,0.572358,0.000000,0.161698,800.000000,
0.565487,0.585710,0.572358,0.000000,0.113934,804.000000,
