val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.113798,0.610701,0.113798,0.000020,0.609244,80.000000,
0.489994,0.474998,0.489994,0.000018,0.501877,160.000000,
0.512516,0.492250,0.512516,0.000016,0.417478,240.000000,
0.475588,0.702625,0.512516,0.000013,0.329809,320.000000,
0.507127,0.587542,0.512516,0.000011,0.293892,400.000000,
0.523261,0.538957,0.523261,0.000009,0.259770,480.000000,
0.544162,0.700042,0.544162,0.000007,0.239838,560.000000,
0.523143,0.772496,0.544162,0.000005,0.143730,640.000000,
0.528996,0.674879,0.544162,0.000002,0.136446,720.000000,
0.534589,0.647893,0.544162,0.000000,0.141517,800.000000,
0.534589,0.648779,0.544162,0.000000,0.229696,804.000000,
