val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.357574,0.606463,0.357574,0.000020,0.585043,80.000000,
0.394289,0.573847,0.394289,0.000018,0.530418,160.000000,
0.431756,0.531353,0.431756,0.000016,0.550665,240.000000,
0.499389,0.539299,0.499389,0.000013,0.450097,320.000000,
0.452366,0.545885,0.499389,0.000011,0.400179,400.000000,
0.497822,0.507995,0.499389,0.000009,0.360170,480.000000,
0.512831,0.588072,0.512831,0.000007,0.307782,560.000000,
0.526641,0.567384,0.526641,0.000005,0.227904,640.000000,
0.529327,0.655143,0.529327,0.000002,0.180699,720.000000,
0.523453,0.656259,0.529327,0.000000,0.204359,800.000000,
0.523453,0.656302,0.529327,0.000000,0.257359,804.000000,
