val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.726956,0.471014,0.000020,0.710255,23.000000,
0.579710,0.670609,0.579710,0.000018,0.720651,46.000000,
0.550725,0.666588,0.579710,0.000016,0.691591,69.000000,
0.528986,0.668712,0.579710,0.000013,0.698884,92.000000,
0.471014,0.742689,0.579710,0.000011,0.711292,115.000000,
0.478261,0.703758,0.579710,0.000009,0.716213,138.000000,
0.492754,0.695881,0.579710,0.000007,0.706281,161.000000,
0.514493,0.708418,0.579710,0.000005,0.705314,184.000000,
0.442029,0.710535,0.579710,0.000003,0.703397,207.000000,
0.500000,0.696471,0.579710,0.000000,0.704121,230.000000,
0.492754,0.696196,0.579710,0.000000,0.680523,234.000000,
