val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.304555,0.757412,0.304555,0.000020,0.555233,80.000000,
0.508760,0.607688,0.508760,0.000018,0.441098,160.000000,
0.544786,0.485248,0.544786,0.000016,0.428586,240.000000,
0.622749,0.393020,0.622749,0.000013,0.291286,320.000000,
0.575679,0.608401,0.622749,0.000011,0.216439,400.000000,
0.554549,0.558158,0.622749,0.000009,0.218801,480.000000,
0.577059,0.876121,0.622749,0.000007,0.186440,560.000000,
0.587171,0.789176,0.622749,0.000005,0.102565,640.000000,
0.615590,0.743470,0.622749,0.000002,0.087105,720.000000,
0.600501,0.766062,0.622749,0.000000,0.110125,800.000000,
0.600501,0.766250,0.622749,0.000000,0.101529,804.000000,
