val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.476756,0.589941,0.476756,0.000020,0.569601,80.000000,
0.452570,0.618102,0.476756,0.000018,0.453002,160.000000,
0.573335,0.402244,0.573335,0.000016,0.393233,240.000000,
0.561050,0.516473,0.573335,0.000013,0.297133,320.000000,
0.539971,0.639136,0.573335,0.000011,0.243639,400.000000,
0.558051,0.434298,0.573335,0.000009,0.230408,480.000000,
0.539971,0.870113,0.573335,0.000007,0.191881,560.000000,
0.550373,0.819895,0.573335,0.000005,0.129278,640.000000,
0.549982,0.933863,0.573335,0.000002,0.096532,720.000000,
0.585580,0.768845,0.585580,0.000000,0.119729,800.000000,
0.585580,0.768789,0.585580,0.000000,0.151938,804.000000,
