val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.437934,0.529678,0.437934,0.000020,0.587215,80.000000,
0.380732,0.632393,0.437934,0.000018,0.534355,160.000000,
0.497368,0.538639,0.497368,0.000016,0.484218,240.000000,
0.474511,0.474323,0.497368,0.000013,0.429338,320.000000,
0.410398,0.626847,0.497368,0.000011,0.383901,400.000000,
0.513835,0.452992,0.513835,0.000009,0.395343,480.000000,
0.581645,0.588080,0.581645,0.000007,0.311446,560.000000,
0.564895,0.485688,0.581645,0.000005,0.268858,640.000000,
0.565219,0.439726,0.581645,0.000002,0.276369,720.000000,
0.575225,0.476326,0.581645,0.000000,0.264683,800.000000,
0.575225,0.476159,0.581645,0.000000,0.255765,804.000000,
