val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.401154,0.566117,0.401154,0.000020,0.598079,80.000000,
0.455137,0.602548,0.455137,0.000018,0.464852,160.000000,
0.527332,0.453839,0.527332,0.000016,0.427978,240.000000,
0.554277,0.482861,0.554277,0.000013,0.290146,320.000000,
0.519611,0.543103,0.554277,0.000011,0.275709,400.000000,
0.545456,0.463733,0.554277,0.000009,0.276869,480.000000,
0.554562,0.687792,0.554562,0.000007,0.226434,560.000000,
0.620700,0.653067,0.620700,0.000005,0.159526,640.000000,
0.595682,0.585492,0.620700,0.000002,0.148320,720.000000,
0.585517,0.585561,0.620700,0.000000,0.150052,800.000000,
0.585517,0.587181,0.620700,0.000000,0.212852,804.000000,
