val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.637681,0.591029,0.637681,0.000020,0.705062,23.000000,
0.608696,0.632982,0.637681,0.000018,0.654210,46.000000,
0.637681,0.563688,0.637681,0.000016,0.626911,69.000000,
0.666667,0.611199,0.666667,0.000013,0.568513,92.000000,
0.666667,0.625844,0.666667,0.000011,0.425620,115.000000,
0.666667,0.563314,0.666667,0.000009,0.467527,138.000000,
0.724638,0.537783,0.724638,0.000007,0.374064,161.000000,
0.746377,0.654626,0.746377,0.000005,0.261204,184.000000,
0.717391,0.665815,0.746377,0.000003,0.202944,207.000000,
0.739130,0.655972,0.746377,0.000000,0.202362,230.000000,
0.739130,0.656184,0.746377,0.000000,0.224424,234.000000,
