val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.637681,0.596243,0.637681,0.000020,0.705530,23.000000,
0.608696,0.652947,0.637681,0.000018,0.639840,46.000000,
0.681159,0.518101,0.681159,0.000016,0.601304,69.000000,
0.710145,0.577611,0.710145,0.000013,0.493091,92.000000,
0.681159,0.519539,0.710145,0.000011,0.463915,115.000000,
0.637681,0.609315,0.710145,0.000009,0.427135,138.000000,
0.724638,0.589573,0.724638,0.000007,0.375960,161.000000,
0.710145,0.675061,0.724638,0.000005,0.222433,184.000000,
0.710145,0.674549,0.724638,0.000003,0.186361,207.000000,
0.717391,0.668653,0.724638,0.000000,0.208592,230.000000,
0.717391,0.669320,0.724638,0.000000,0.220600,234.000000,
