val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.592603,0.557971,0.000020,0.716869,23.000000,
0.608696,0.580146,0.608696,0.000018,0.726871,46.000000,
0.688406,0.503166,0.688406,0.000016,0.604581,69.000000,
0.746377,0.494262,0.746377,0.000013,0.535551,92.000000,
0.731884,0.429221,0.746377,0.000011,0.458109,115.000000,
0.731884,0.531342,0.746377,0.000009,0.439098,138.000000,
0.746377,0.461521,0.746377,0.000007,0.397380,161.000000,
0.739130,0.521846,0.746377,0.000005,0.215567,184.000000,
0.717391,0.568326,0.746377,0.000003,0.248000,207.000000,
0.753623,0.518365,0.753623,0.000000,0.200771,230.000000,
0.753623,0.518920,0.753623,0.000000,0.175763,234.000000,
