val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.748885,0.471014,0.000020,0.741198,23.000000,
0.528986,0.680482,0.528986,0.000018,0.700748,46.000000,
0.543478,0.681287,0.543478,0.000016,0.704058,69.000000,
0.543478,0.699646,0.543478,0.000013,0.695802,92.000000,
0.572464,0.671303,0.572464,0.000011,0.684288,115.000000,
0.637681,0.641263,0.637681,0.000009,0.686770,138.000000,
0.630435,0.610437,0.637681,0.000007,0.641221,161.000000,
0.688406,0.580066,0.688406,0.000005,0.588392,184.000000,
0.702899,0.576519,0.702899,0.000003,0.580214,207.000000,
0.695652,0.577633,0.702899,0.000000,0.560843,230.000000,
0.688406,0.575976,0.702899,0.000000,0.558452,234.000000,
