val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.873036,0.869651,0.871343,0.588066,0.869651,0.000020,3.166754,54.000000,
0.889042,0.887552,0.888297,0.512428,0.887552,0.000018,0.673315,108.000000,
0.894082,0.893694,0.893888,0.522491,0.893694,0.000016,0.606981,162.000000,
0.893383,0.892784,0.893084,0.488400,0.893694,0.000013,0.425380,216.000000,
0.902127,0.900022,0.901075,0.436195,0.900022,0.000011,0.360423,270.000000,
0.901869,0.900714,0.901292,0.461159,0.900714,0.000009,0.355004,324.000000,
0.904123,0.902117,0.903120,0.429535,0.902117,0.000007,0.320317,378.000000,
0.904007,0.902740,0.903374,0.457161,0.902740,0.000004,0.220332,432.000000,
0.904332,0.903679,0.904006,0.449519,0.903679,0.000002,0.213177,486.000000,
0.905634,0.904454,0.905044,0.437767,0.904454,0.000000,0.207599,540.000000,
