val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.457964,0.519264,0.457964,0.000020,0.593739,80.000000,
0.412149,0.522167,0.457964,0.000018,0.509923,160.000000,
0.529715,0.446848,0.529715,0.000016,0.472922,240.000000,
0.540609,0.495130,0.540609,0.000013,0.359118,320.000000,
0.513434,0.527393,0.540609,0.000011,0.325913,400.000000,
0.530700,0.516996,0.540609,0.000009,0.297414,480.000000,
0.529722,0.547382,0.540609,0.000007,0.262495,560.000000,
0.554277,0.560914,0.554277,0.000005,0.192210,640.000000,
0.539833,0.596079,0.554277,0.000002,0.208872,720.000000,
0.540685,0.620290,0.554277,0.000000,0.193737,800.000000,
0.540685,0.620156,0.554277,0.000000,0.154852,804.000000,
