val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.683731,0.557971,0.000020,0.687265,23.000000,
0.471014,0.697269,0.557971,0.000018,0.720097,46.000000,
0.586957,0.648363,0.586957,0.000016,0.684341,69.000000,
0.659420,0.559030,0.659420,0.000013,0.623912,92.000000,
0.688406,0.501109,0.688406,0.000011,0.586314,115.000000,
0.702899,0.506163,0.702899,0.000009,0.516997,138.000000,
0.688406,0.496557,0.702899,0.000007,0.518164,161.000000,
0.673913,0.786807,0.702899,0.000005,0.321477,184.000000,
0.695652,0.651327,0.702899,0.000003,0.350488,207.000000,
0.681159,0.596897,0.702899,0.000000,0.287265,230.000000,
0.673913,0.593805,0.702899,0.000000,0.405592,234.000000,
