val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.725634,0.797532,0.761583,1.129830,0.797532,0.000020,3.779366,54.000000,
0.829479,0.834854,0.832166,0.722086,0.834854,0.000018,0.923158,108.000000,
0.873099,0.876793,0.874946,0.569293,0.876793,0.000016,0.719038,162.000000,
0.885559,0.886696,0.886127,0.502823,0.886696,0.000013,0.523034,216.000000,
0.890594,0.892440,0.891517,0.479985,0.892440,0.000011,0.461532,270.000000,
0.893148,0.893815,0.893481,0.464522,0.893815,0.000009,0.419507,324.000000,
0.896136,0.897966,0.897051,0.452525,0.897966,0.000007,0.358719,378.000000,
0.897247,0.897898,0.897572,0.454246,0.897966,0.000004,0.282528,432.000000,
0.898705,0.899887,0.899296,0.453310,0.899887,0.000002,0.266928,486.000000,
0.900268,0.900647,0.900457,0.433352,0.900647,0.000000,0.275382,540.000000,
