val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.209525,0.817971,0.209525,0.000020,0.563697,80.000000,
0.512859,0.453454,0.512859,0.000018,0.498564,160.000000,
0.564871,0.438742,0.564871,0.000016,0.432802,240.000000,
0.550274,0.590688,0.564871,0.000013,0.330061,320.000000,
0.576980,0.447038,0.576980,0.000011,0.275734,400.000000,
0.606685,0.433338,0.606685,0.000009,0.232088,480.000000,
0.598573,0.615762,0.606685,0.000007,0.219033,560.000000,
0.601703,0.607171,0.606685,0.000005,0.137369,640.000000,
0.616644,0.528169,0.616644,0.000002,0.129055,720.000000,
0.615955,0.524301,0.616644,0.000000,0.127275,800.000000,
0.615955,0.524538,0.616644,0.000000,0.247472,804.000000,
