val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.872949,0.870336,0.871642,0.745705,0.870336,0.000020,2.496147,54.000000,
0.887482,0.885166,0.886324,0.525807,0.885166,0.000018,0.686584,108.000000,
0.901113,0.899987,0.900550,0.440522,0.899987,0.000016,0.565531,162.000000,
0.901639,0.901523,0.901581,0.455432,0.901523,0.000013,0.427654,216.000000,
0.902884,0.900457,0.901670,0.432301,0.901523,0.000011,0.337815,270.000000,
0.904053,0.902479,0.903266,0.437514,0.902479,0.000009,0.348459,324.000000,
0.904875,0.905533,0.905204,0.433434,0.905533,0.000007,0.284196,378.000000,
0.906729,0.905848,0.906288,0.448573,0.905848,0.000004,0.201399,432.000000,
0.905506,0.904166,0.904836,0.423953,0.905848,0.000002,0.212695,486.000000,
0.906548,0.904939,0.905743,0.432186,0.905848,0.000000,0.187399,540.000000,
