val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.659789,0.768473,0.714131,1.702530,0.768473,0.000020,3.314822,54.000000,
0.845955,0.870072,0.858014,0.721528,0.870072,0.000018,1.039319,108.000000,
0.880947,0.881534,0.881241,0.556857,0.881534,0.000016,0.781597,162.000000,
0.891298,0.888921,0.890109,0.470209,0.888921,0.000013,0.569274,216.000000,
0.890543,0.893781,0.892162,0.542847,0.893781,0.000011,0.472936,270.000000,
0.900210,0.899004,0.899607,0.432905,0.899004,0.000009,0.432764,324.000000,
0.900184,0.900861,0.900523,0.446761,0.900861,0.000007,0.383345,378.000000,
0.898917,0.899940,0.899428,0.444531,0.900861,0.000004,0.260999,432.000000,
0.900944,0.900012,0.900478,0.425976,0.900861,0.000002,0.273688,486.000000,
0.901882,0.900465,0.901173,0.425877,0.900861,0.000000,0.260622,540.000000,
