val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.745537,0.543478,0.000020,0.725750,23.000000,
0.550725,0.716420,0.550725,0.000018,0.696594,46.000000,
0.652174,0.526621,0.652174,0.000016,0.675391,69.000000,
0.637681,0.557499,0.652174,0.000013,0.530739,92.000000,
0.688406,0.507427,0.688406,0.000011,0.456916,115.000000,
0.724638,0.479091,0.724638,0.000009,0.447632,138.000000,
0.681159,0.553806,0.724638,0.000007,0.411054,161.000000,
0.681159,0.660353,0.724638,0.000005,0.218389,184.000000,
0.695652,0.649795,0.724638,0.000003,0.191443,207.000000,
0.702899,0.650888,0.724638,0.000000,0.212715,230.000000,
0.702899,0.646033,0.724638,0.000000,0.179265,234.000000,
