val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.692751,0.579710,0.000020,0.734485,23.000000,
0.478261,0.701054,0.579710,0.000018,0.710059,46.000000,
0.471014,0.708453,0.579710,0.000016,0.706130,69.000000,
0.471014,0.697557,0.579710,0.000013,0.703886,92.000000,
0.557971,0.688172,0.579710,0.000011,0.708479,115.000000,
0.608696,0.638671,0.608696,0.000009,0.695503,138.000000,
0.644928,0.617172,0.644928,0.000007,0.708779,161.000000,
0.623188,0.562667,0.644928,0.000005,0.643737,184.000000,
0.688406,0.532580,0.688406,0.000003,0.636362,207.000000,
0.681159,0.541079,0.688406,0.000000,0.588351,230.000000,
0.673913,0.542061,0.688406,0.000000,0.592993,234.000000,
