val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.677760,0.000000,0.000020,0.644173,80.000000,
0.000000,0.729154,0.000000,0.000018,0.626837,160.000000,
0.000000,0.674613,0.000000,0.000016,0.616936,240.000000,
0.000000,0.677389,0.000000,0.000013,0.626386,320.000000,
0.000000,0.690531,0.000000,0.000011,0.619294,400.000000,
0.000000,0.693872,0.000000,0.000009,0.598599,480.000000,
0.000000,0.672477,0.000000,0.000007,0.615140,560.000000,
0.000000,0.675242,0.000000,0.000005,0.623687,640.000000,
0.000000,0.673060,0.000000,0.000002,0.616120,720.000000,
0.000000,0.675830,0.000000,0.000000,0.606005,800.000000,
0.000000,0.675861,0.000000,0.000000,0.586330,804.000000,
