val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.434511,0.684278,0.434511,0.000020,0.550123,80.000000,
0.394383,0.557729,0.434511,0.000018,0.484186,160.000000,
0.543041,0.515665,0.543041,0.000016,0.441790,240.000000,
0.618581,0.404405,0.618581,0.000013,0.326992,320.000000,
0.605534,0.433593,0.618581,0.000011,0.272679,400.000000,
0.620700,0.416839,0.620700,0.000009,0.258195,480.000000,
0.608141,0.548807,0.620700,0.000007,0.221748,560.000000,
0.610555,0.585970,0.620700,0.000005,0.152515,640.000000,
0.615613,0.511253,0.620700,0.000002,0.130199,720.000000,
0.620559,0.550028,0.620700,0.000000,0.129792,800.000000,
0.620559,0.550186,0.620700,0.000000,0.140121,804.000000,
