val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.862834,0.862620,0.862727,0.606583,0.862620,0.000020,2.460910,54.000000,
0.887713,0.887250,0.887482,0.537489,0.887250,0.000018,0.638836,108.000000,
0.894345,0.894933,0.894639,0.606654,0.894933,0.000016,0.673028,162.000000,
0.895503,0.894961,0.895232,0.518569,0.894961,0.000013,0.420037,216.000000,
0.899191,0.897855,0.898523,0.531488,0.897855,0.000011,0.351985,270.000000,
0.901101,0.900713,0.900907,0.468263,0.900713,0.000009,0.344077,324.000000,
0.901652,0.899498,0.900575,0.433325,0.900713,0.000007,0.287246,378.000000,
0.902160,0.901706,0.901933,0.489976,0.901706,0.000004,0.189328,432.000000,
0.903228,0.901786,0.902507,0.438361,0.901786,0.000002,0.198850,486.000000,
0.903959,0.902156,0.903058,0.435849,0.902156,0.000000,0.203896,540.000000,
