val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.817115,0.833884,0.825500,0.808978,0.833884,0.000020,3.242214,54.000000,
0.870443,0.869897,0.870170,0.583373,0.869897,0.000018,0.794731,108.000000,
0.885991,0.886836,0.886414,0.552279,0.886836,0.000016,0.607703,162.000000,
0.895504,0.893929,0.894716,0.451384,0.893929,0.000013,0.494609,216.000000,
0.898929,0.900351,0.899640,0.462082,0.900351,0.000011,0.405243,270.000000,
0.900627,0.901248,0.900938,0.446970,0.901248,0.000009,0.444512,324.000000,
0.900088,0.901376,0.900732,0.440435,0.901376,0.000007,0.351695,378.000000,
0.899822,0.902463,0.901142,0.465133,0.902463,0.000004,0.284553,432.000000,
0.900323,0.902531,0.901427,0.438198,0.902531,0.000002,0.272752,486.000000,
0.901618,0.902205,0.901912,0.439446,0.902531,0.000000,0.287427,540.000000,
