val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.400558,0.590408,0.400558,0.000020,0.609646,80.000000,
0.313164,0.584599,0.400558,0.000018,0.594949,160.000000,
0.415018,0.553801,0.415018,0.000016,0.513779,240.000000,
0.476680,0.468879,0.476680,0.000013,0.459909,320.000000,
0.578725,0.456159,0.578725,0.000011,0.407151,400.000000,
0.496541,0.467144,0.578725,0.000009,0.367288,480.000000,
0.555867,0.472113,0.578725,0.000007,0.348548,560.000000,
0.480382,0.558811,0.578725,0.000005,0.276356,640.000000,
0.534589,0.469234,0.578725,0.000002,0.260526,720.000000,
0.539052,0.510013,0.578725,0.000000,0.261472,800.000000,
0.539052,0.509691,0.578725,0.000000,0.288726,804.000000,
