val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.565217,0.601593,0.565217,0.000020,0.674544,23.000000,
0.644928,0.577968,0.644928,0.000018,0.661836,46.000000,
0.652174,0.526420,0.652174,0.000016,0.653618,69.000000,
0.681159,0.526659,0.681159,0.000013,0.514468,92.000000,
0.644928,0.573795,0.681159,0.000011,0.470770,115.000000,
0.666667,0.549531,0.681159,0.000009,0.456517,138.000000,
0.681159,0.512887,0.681159,0.000007,0.380343,161.000000,
0.695652,0.585770,0.695652,0.000005,0.261734,184.000000,
0.710145,0.538597,0.710145,0.000003,0.229065,207.000000,
0.702899,0.576775,0.710145,0.000000,0.208109,230.000000,
0.695652,0.580382,0.710145,0.000000,0.206163,234.000000,
