val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.632491,0.579710,0.000020,0.699342,23.000000,
0.644928,0.543667,0.644928,0.000018,0.659891,46.000000,
0.695652,0.514083,0.695652,0.000016,0.636801,69.000000,
0.695652,0.517304,0.695652,0.000013,0.512252,92.000000,
0.760870,0.546609,0.760870,0.000011,0.415657,115.000000,
0.695652,0.516961,0.760870,0.000009,0.436172,138.000000,
0.739130,0.511597,0.760870,0.000007,0.384857,161.000000,
0.746377,0.636542,0.760870,0.000005,0.208840,184.000000,
0.746377,0.636325,0.760870,0.000003,0.199251,207.000000,
0.746377,0.622221,0.760870,0.000000,0.188855,230.000000,
0.746377,0.623749,0.760870,0.000000,0.167770,234.000000,
