val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.054435,0.471014,0.000020,0.782748,23.000000,
0.521739,0.675076,0.521739,0.000018,0.749128,46.000000,
0.514493,0.697744,0.521739,0.000016,0.715226,69.000000,
0.521739,0.660500,0.521739,0.000013,0.707737,92.000000,
0.572464,0.679930,0.572464,0.000011,0.704711,115.000000,
0.471014,0.742614,0.572464,0.000009,0.719475,138.000000,
0.528986,0.651694,0.572464,0.000007,0.705467,161.000000,
0.572464,0.668763,0.572464,0.000005,0.694948,184.000000,
0.492754,0.751614,0.572464,0.000003,0.696297,207.000000,
0.543478,0.666777,0.572464,0.000000,0.697840,230.000000,
0.550725,0.663241,0.572464,0.000000,0.682815,234.000000,
