val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.674636,0.528986,0.000020,0.714132,23.000000,
0.528986,0.691268,0.528986,0.000018,0.712200,46.000000,
0.528986,0.689728,0.528986,0.000016,0.706013,69.000000,
0.528986,0.685465,0.528986,0.000013,0.710559,92.000000,
0.485507,0.692050,0.528986,0.000011,0.701206,115.000000,
0.601449,0.664947,0.601449,0.000009,0.695803,138.000000,
0.615942,0.625499,0.615942,0.000007,0.690701,161.000000,
0.673913,0.599299,0.673913,0.000005,0.627382,184.000000,
0.673913,0.581190,0.673913,0.000003,0.602639,207.000000,
0.666667,0.574223,0.673913,0.000000,0.584781,230.000000,
0.666667,0.573203,0.673913,0.000000,0.571191,234.000000,
