val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.325878,0.613298,0.325878,0.000020,0.640354,80.000000,
0.475178,0.559381,0.475178,0.000018,0.493628,160.000000,
0.543041,0.454475,0.543041,0.000016,0.434901,240.000000,
0.534137,0.490545,0.543041,0.000013,0.396452,320.000000,
0.539833,0.439711,0.543041,0.000011,0.350364,400.000000,
0.570637,0.434953,0.570637,0.000009,0.324043,480.000000,
0.556842,0.512234,0.570637,0.000007,0.273270,560.000000,
0.540685,0.527604,0.570637,0.000005,0.232395,640.000000,
0.538935,0.569870,0.570637,0.000002,0.213549,720.000000,
0.565820,0.516611,0.570637,0.000000,0.223141,800.000000,
0.560653,0.517367,0.570637,0.000000,0.091523,804.000000,
