val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.190716,0.680922,0.190716,0.000020,0.741518,80.000000,
0.527332,0.486985,0.527332,0.000018,0.462620,160.000000,
0.511038,0.496704,0.527332,0.000016,0.420778,240.000000,
0.564979,0.568014,0.564979,0.000013,0.316780,320.000000,
0.507509,0.617659,0.564979,0.000011,0.264009,400.000000,
0.517968,0.547610,0.564979,0.000009,0.264453,480.000000,
0.575298,0.615733,0.575298,0.000007,0.189692,560.000000,
0.569983,0.596326,0.575298,0.000005,0.142060,640.000000,
0.544471,0.606520,0.575298,0.000002,0.133475,720.000000,
0.533998,0.638443,0.575298,0.000000,0.122054,800.000000,
0.533998,0.638860,0.575298,0.000000,0.059554,804.000000,
